sleeveId,ポケスリ商品名,楽天商品名,価格,ショップ,matchScore,採用理由,確認結果
266602,オドリドリ,ポケモンカード デッキシールド オドリドリ 64枚入り 未開封スリーブ 【中古】,2200,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
266657,アローラの守り神,ポケモンカード デッキシールド アローラの守り神 64枚入り 未開封スリーブ 【中古】,1090,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
266879,ダメカン50,ポケモンカード デッキシールド ダメカン50 64枚入り 未開封スリーブ 【中古】,880,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
266886,ダメカン100,ポケモンカード デッキシールド ダメカン100 64枚入り 未開封スリーブ 【中古】,1720,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
266893,ダメカンパーティ,ポケモンカード デッキシールド ダメカンパーティ 64枚入り 未開封スリーブ 【中古】,2890,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
270142,はんなりお茶会ごっこ,ポケモンカードゲーム デッキシールド はんなりお茶会ごっこ,3820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
273167,-Yusuke Murata- ウルトラネクロズマ空中戦,ポケモンカードゲーム デッキシールド -Yusuke Murata- ウルトラネクロズマ空中戦,4020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
273174,-Yusuke Murata- コミック総柄,ポケモンカード デッキシールド -Yusuke Murata- コミック総柄 64枚入り 未開封スリーブ 【中古】,3730,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
274522,RB,ポケモンカードゲーム デッキシールド RB,4020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
277455,Oceanic Operetta アシレーヌ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) Oceanic Operetta アシレーヌ ポケモンセンター限定,2500,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
283777,タイプファイターズ 草,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) タイプファイターズ 草 ポケモンセンター限定,3000,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
284378,ビリケンさんピカチュウ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ビリケンさんピカチュウ ポケモンセンターオーサカDX・ポケモンセンターオーサカ限定,2130,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
284385,ポケモンセンターオーサカDX,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ビリケンさんピカチュウ ポケモンセンターオーサカDX・ポケモンセンターオーサカ限定,2130,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
288895,たいようとげっこう BK,ポケモンカードゲーム デッキシールド たいようとげっこう BK,3820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
288901,たいようとげっこう EF,ポケモンカードゲーム デッキシールド たいようとげっこう EF,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
288918,ぽけもん戯画,ポケモンカードゲーム デッキシールド ぽけもん戯画,3820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
288925,NeonColor,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) NeonColor ポケモンセンター限定,1880,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
288949,ゲンガーdeヒヤリ!?,ポケモンカードゲーム デッキシールド ゲンガーdeヒヤリ!?,4020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
289816,ゴリランダー・インテレオン・エースバーン,ポケモンカード デッキシールド デッキシールド ゴリランダー・エースバーン・インテレオン 64枚入り 未開封スリーブ 【中古】,1090,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
289830,キョダイマックス　湖に響く旋律,ポケモンカードゲーム　デッキシールド　キョダイマックス　湖に響く旋律,1880,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
289847,ガラルポニータ＆ガラルギャロップ,ポケモンカードゲーム デッキシールド ガラルポニータ＆ガラルギャロップ,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
289878,キョダイマックスリザードン,ポケモンカードゲーム デッキシールド キョダイマックスリザードン,3980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
289908,キョダイマックスオーロンゲ,ポケモンカード デッキシールド キョダイマックスオーロンゲ 64枚入り 未開封スリーブ 【中古】,800,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290164,サーナイト,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) サーナイト ポケモンセンター限定,2880,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290188,アーマーガア,ポケモンカードゲーム デッキシールド アーマーガア,2220,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290232,ハッサム,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ハッサム ポケモンセンター限定,2250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290270,HOPPE DAISHUGO,ポケモンカードゲーム デッキシールド HOPPE DAISHUGO,3020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290331,タイプファイターズ 超,ポケモンカードゲーム デッキシールド タイプファイターズ 超,5080,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290362,タイプファイターズ 鋼,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) タイプファイターズ 鋼 ポケモンセンター限定,4250,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290461,フウロ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) フウロ ポケモンセンター限定,4000,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
290478,マッドパーティ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) マッドパーティ ポケモンセンター限定,2750,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
298702,ミュウツー Ver.3,ポケモンカード デッキシールド ミュウツー ver.3 64枚入り 未開封スリーブ 【中古】,2130,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
301518,#GOGO!YELL!! したっぱ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) #GOGO!YELL!! したっぱ ポケモンセンター限定,1040,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
301525,#GOGO!YELL!! ジグザグマ（ガラルのすがた）,ポケモンカード デッキシールド #GOGO!YELL!! ジグザグマ(ガラルのすがた) 64枚入り 未開封スリーブ 【中古】,3370,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
305769,ピカチュウの森,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ピカチュウの森,1070,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
305882,さすがだぞ！,ポケモンカード デッキシールド さすがだぞ！ 64枚入り 未開封スリーブ 【中古】,2890,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
305899,ぼくの強さを教えてあげますね,ポケモンカードゲーム デッキシールド ぼくの強さを教えてあげますね,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
305912,色違いのリザードン,ポケモン(Pokemon)カードゲームデッキシールド色違いのリザードン,4824,梵たん 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
305929,Go!Go!メタモン,ポケモンカードゲーム デッキシールド Go!Go!メタモン,4380,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
306223,キョダイマックスウーラオス（れんげきのかた）,ポケモンカード デッキシールド キョダイマックスウーラオス（れんげきのかた） 64枚入り 未開封スリーブ 【中古】,910,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
306346,ワンパチ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ トゲデマル＆ワンパチ 代引不可商品,1480,WFS(World Free Store),0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
306384,ガラルファイヤー＆ガラルサンダー＆ガラルフリーザー,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ガラルファイヤー＆ガラルサンダー＆ガラルフリーザー ポケモンセンター・ポケモンストア限定,1080,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
306568,バドレックス（はくばじょうのすがた）,ポケモンカードゲーム デッキシールド バドレックス（はくばじょうのすがた）,1020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
310022,カタカナポケモン,ポケモンカードゲーム デッキシールド カタカナポケモン,2220,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
314426,#GOGO! YELL!!,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) #GOGO!YELL!! したっぱ ポケモンセンター限定,1040,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
322438,キョダイマックスインテレオン,ポケモンカードゲーム デッキシールド キョダイマックスインテレオン,1520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
322537,ドラゴン襲来,ポケモンカード デッキシールド ドラゴン襲来 64枚入り未開封スリーブ 【中古】,1470,トレカ通販 トレトク楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
322780,ダイマックスミュウ,ポケモンカードゲーム デッキシールド ダイマックスミュウ,2080,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
322834,ドーブル,ポケモンカードゲーム デッキシールド ドーブル,1520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
322971,なみのりピカチュウ＆そらをとぶピカチュウ,ポケモンカードゲーム デッキシールド なみのりピカチュウ＆そらをとぶピカチュウ,2480,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
323008,ロゴメモリーズ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) ロゴメモリーズ ポケモンセンター・ポケモンストア限定,1200,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
323121,レッド&グリーン,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) レッド・グリーン アニメイト・ポケモンセンター限定,4130,ネットショップ駿河屋 楽天市場店,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
323169,クレヨンミミッキュ,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) クレヨンミミッキュ ポケモンセンター限定,1880,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
323176,色違いのザシアン&ザマゼンタ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド プレミアム・グロス 色違いのザシアン&ザマゼンタ,2980,P-G-shop,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
330518,PIKACHU ADVENTURE PIKACHU & MEW,ポケモンカードゲーム デッキシールド PIKACHU ADVENTURE PIKACHU ＆ MEW,5880,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
330549,pokemon ぴかぴかフレンズ,ポケモンカードゲーム デッキシールド Pokemonぴかぴかフレンズ 総柄,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
336022,pokemon Grassy Gardening,ポケモンカードゲーム デッキシールド Pokemon Grassy Gardening,2520,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
336039,BALL FREAK BK,ポケモンカードゲーム デッキシールド BALL FREAK BK,2020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
336053,BALL FREAK NP,【中古】サプライ ポケモンカードゲーム デッキシールド(スリーブ) BALL FREAK NP ポケモンセンター・ポケモンストア限定,1750,ネットショップ駿河屋 楽天市場店,1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
336060,ほんわかぽかぽか,ポケモンカードゲーム デッキシールド ほんわかぽかぽか,1820,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
338156,BALL FREAK ミミッキュ,ポケモンカードゲーム デッキシールド BALL FREAK ミミッキュ,3020,フルアヘッド,0.9,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
344997,HISUI DAYS セキ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ HISUI DAYS セキ リーフィア ヒスイ デイズ 代引不可商品,1680,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345000,HISUI DAYS ウォロ,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ HISUI DAYS ウォロ トゲピー ビリリダマ ヒスイ デイズ 代引不可商品,1280,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
345390,ポピー,ポケモンセンターオリジナル ポケモンカードゲーム デッキシールド スリーブ ポピー 代引不可商品,1780,WFS(World Free Store),1.1,必須条件をすべて満たす候補が1件だけで、主要語がすべて一致しました,
